# name events 5954  kinds={'coin': 249, 'hear': 2977, 'say': 2728}

# label | 命名者(初) | 初出T+ | 聞いた人数 | 伝達回数(say) | グリッド
T+02:23:14 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:23:16 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:23:26 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+02:23:29 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:23:31 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+02:23:33 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:23:37 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:23:39 | say | 小柳ハル#dea | 西側一帯 | grid=11,3 | frm=
T+02:23:41 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:23:43 | say | 小柳ハル#dea | 西側一帯 | grid=11,3 | frm=
T+02:23:45 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:23:45 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:23:47 | say | 桜井ボブ#482 | 北の採石場 | grid=11,2 | frm=
T+02:23:48 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+02:23:49 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:23:50 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:23:51 | coin | 桜井ボブ#482 | 北の採石場 | grid=11,3 | frm=
T+02:23:52 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+02:24:37 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:24:39 | say | 風間エマ#b5b | この作業エリア | grid=11,3 | frm=
T+02:24:42 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:24:44 | coin | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:25:42 | say | 風間エマ#b5b | 拠点周辺 | grid=11,2 | frm=
T+02:25:52 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:25:54 | say | 桜井ボブ#482 | 北の採石場 | grid=11,2 | frm=
T+02:25:57 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:25:59 | say | 桜井ボブ#482 | 北の採石場 | grid=11,2 | frm=
T+02:26:12 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:26:14 | say | 小柳ハル#dea | 西側一帯 | grid=11,3 | frm=
T+02:26:16 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:26:19 | say | 小柳ハル#dea | 西側一帯 | grid=11,3 | frm=
T+02:26:36 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+02:26:38 | say | 桜井ボブ#482 | 北の採石場 | grid=11,3 | frm=
T+02:26:40 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:26:43 | say | 桜井ボブ#482 | 北の採石場 | grid=11,3 | frm=
T+02:26:47 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+02:26:52 | coin | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:26:54 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:27:11 | say | 谷口アル#a65 | 南側の石切り場 | grid=12,3 | frm=
T+02:27:12 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=12,3 | frm=
T+02:27:13 | say | 小柳ハル#dea | 南側の石切り場 | grid=12,3 | frm=
T+02:27:14 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:27:16 | coin | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:27:18 | coin | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:27:19 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:27:32 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:27:34 | coin | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:27:36 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:27:36 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:27:38 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:27:38 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:27:40 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:27:43 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:27:49 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:27:52 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:27:54 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:27:57 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:27:59 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:28:01 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:28:03 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:28:12 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:28:14 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:28:14 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:28:16 | say | 谷口アル#a65 | 南側の石切り場 | grid=11,3 | frm=
T+02:28:17 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:28:19 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:28:19 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:28:21 | coin | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:28:37 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:28:39 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:28:39 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:28:41 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:28:44 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:28:44 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:28:46 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:29:39 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:29:42 | coin | 桜井ボブ#482 | 村の東側エリア | grid=12,3 | frm=
T+02:29:46 | say | 桜井ボブ#482 | 村の東側エリア | grid=12,3 | frm=
T+02:30:07 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:30:10 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:30:12 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:30:14 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:30:27 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:30:29 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:30:31 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:30:34 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:30:40 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:30:42 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:30:44 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:30:47 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:31:46 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:31:49 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:31:51 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:31:54 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:31:59 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:32:02 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:32:04 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:32:06 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:32:22 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:32:26 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:32:46 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+02:32:48 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:32:53 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:33:22 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:33:22 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:33:24 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:33:24 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:33:26 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:33:26 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:33:28 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:33:29 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:33:46 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:33:48 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:33:53 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:34:01 | coin | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:34:01 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:34:03 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:34:03 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+02:34:06 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:34:06 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:34:08 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:34:08 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+02:34:11 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:34:13 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:34:17 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:34:31 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:34:32 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+02:34:34 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:34:34 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:34:36 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:34:37 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+02:34:39 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:34:58 | say | 小柳ナギ#9e9 | 西側エリア | grid=11,3 | frm=
T+02:35:04 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:35:53 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:35:55 | say | 小柳ハルト#10d | 西側エリア | grid=11,3 | frm=
T+02:35:58 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:36:17 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:36:19 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:36:21 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+02:36:23 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:36:24 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+02:36:26 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:36:29 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+02:36:31 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:36:57 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:36:59 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:37:01 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:37:03 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:37:06 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:37:08 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:37:13 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:37:34 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:37:36 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:37:38 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+02:37:38 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+02:37:41 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:37:41 | say | 小柳ハルト#10d | 西側エリア | grid=11,3 | frm=
T+02:37:43 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+02:37:45 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:37:49 | say | 榎本アキ#01c | 西の森 | grid=12,3 | frm=
T+02:37:51 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:38:45 | say | 小柳イオ#e51 | 北側一帯 | grid=11,3 | frm=
T+02:38:46 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:38:49 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:38:50 | say | 小柳イオ#e51 | 北側一帯 | grid=11,3 | frm=
T+02:38:52 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:39:01 | coin | 風間ダイ#f7c | 南西の採石場 | grid=11,2 | frm=
T+02:39:23 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:39:27 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:39:34 | say | 風間の子#38f | 西の露天掘り場 | grid=11,2 | frm=
T+02:39:36 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:39:38 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:39:41 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:39:46 | say | 小柳ハルト#10d | 西側エリア | grid=11,3 | frm=
T+02:39:48 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:39:50 | coin | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:39:53 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+02:39:55 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:39:59 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:40:24 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+02:40:26 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:40:29 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+02:40:29 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:40:31 | coin | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:40:34 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:40:36 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:40:52 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:40:54 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:40:56 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:40:57 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:40:59 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:41:01 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:41:04 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:41:17 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:41:19 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:41:21 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:41:23 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:41:37 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:41:39 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:41:44 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:41:54 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+02:41:56 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:41:58 | coin | 榎本アキ#01c | 西側エリア | grid=12,3 | frm=
T+02:42:01 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:42:02 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:42:04 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:42:07 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:42:09 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:42:26 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:42:29 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:42:31 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:42:31 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:42:33 | say | 谷口アル#a65 | 西側エリア | grid=11,3 | frm=
T+02:42:34 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:42:36 | say | 榎本アキ#01c | 西側エリア | grid=12,3 | frm=
T+02:42:38 | say | 桜井ボブ#482 | 北の採石場 | grid=11,2 | frm=
T+02:42:38 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+02:42:40 | say | 榎本アキ#01c | 北の採石場 | grid=11,2 | frm=
T+02:42:43 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:42:54 | say | 風間の子#38f | 西の露天掘り場 | grid=11,3 | frm=
T+02:42:57 | say | 大川オト#72a | 西の森林 | grid=11,3 | frm=
T+02:42:57 | say | 榎本ソラ#3f3 | 南側の森 | grid=11,2 | frm=
T+02:42:59 | say | 小柳イオ#e51 | 北側の未踏地 | grid=11,2 | frm=
T+02:43:01 | coin | 大川オト#72a | 村の外縁 | grid=11,3 | frm=
T+02:43:02 | coin | 榎本ソラ#3f3 | 北側の未踏地 | grid=11,2 | frm=
T+02:43:04 | say | 小柳イオ#e51 | 北側の未踏地 | grid=11,2 | frm=
T+02:43:07 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:43:09 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+02:43:09 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:43:12 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:43:13 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+02:43:14 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:43:16 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:43:22 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:43:24 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:43:27 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:43:29 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+02:43:41 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:43:43 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:43:43 | coin | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
T+02:43:45 | say | 桜井ボブ#482 | 村の東側エリア | grid=12,3 | frm=
T+02:43:47 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:43:47 | say | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
T+02:43:49 | say | 桜井ボブ#482 | 村の東側エリア | grid=12,3 | frm=
T+02:44:01 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:44:04 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:44:06 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=11,3 | frm=
T+02:44:07 | say | 小柳イオ#e51 | 北側一帯 | grid=11,3 | frm=
T+02:44:08 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:44:09 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:44:11 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:44:11 | coin | 小柳イオ#e51 | 北の未踏地 | grid=11,3 | frm=
T+02:44:13 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:44:13 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+02:44:15 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:44:17 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+02:44:39 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:44:42 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=12,3 | frm=
T+02:44:44 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+02:44:46 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:44:48 | say | 南田ボブ#4f3 | 南側一帯 | grid=12,3 | frm=
T+02:44:50 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+02:44:53 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:44:57 | say | 小柳イオ#e51 | 北の未踏地 | grid=11,3 | frm=
T+02:44:59 | say | 谷口アル#a65 | 西側エリア | grid=12,3 | frm=
T+02:45:01 | say | 小柳イオ#e51 | 北の未踏地 | grid=11,3 | frm=
T+02:45:03 | say | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
T+02:45:13 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:45:14 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+02:45:17 | say | 大川タケル#f91 | 北東採石場 | grid=12,2 | frm=
T+02:45:21 | say | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
T+02:45:21 | say | 大川タケル#f91 | 北東採石場 | grid=12,2 | frm=
T+02:45:23 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:45:25 | say | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
T+02:45:28 | say | 南田ボブ#4f3 | 南側一帯 | grid=11,3 | frm=
T+02:45:39 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:45:39 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:45:41 | say | 榎本ソラ#3f3 | 北側の未踏地 | grid=11,2 | frm=
T+02:45:43 | say | 風間ダイ#f7c | 西側一帯 | grid=12,3 | frm=
T+02:45:44 | say | 風間の子#38f | 西の露天掘り場 | grid=12,3 | frm=
T+02:45:46 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+02:46:06 | say | 谷口アル#a65 | 西の森 | grid=11,3 | frm=
